quiet_track_0,active_track_0,jailed_track_0,cop_track_0,agent_track_0
960,0,0,160,960
905,0,11,204,916
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
903,0,9,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
903,0,9,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
903,0,9,208,912
902,0,10,208,912
902,0,10,208,912
903,0,9,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
903,0,9,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
904,0,8,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
904,0,8,208,912
904,0,8,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
904,0,8,208,912
903,0,9,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
904,0,8,208,912
901,0,11,208,912
902,0,10,208,912
903,0,9,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
904,0,8,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
903,0,9,208,912
903,0,9,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
903,0,9,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
904,0,8,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
904,0,8,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
903,0,9,208,912
902,0,10,208,912
902,0,10,208,912
903,0,9,208,912
901,0,11,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
903,0,9,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
902,0,10,208,912
901,0,11,208,912
901,0,11,208,912
902,0,10,208,912
